,tiempo_maximo,intensidad_maxima,tiempo_minimo,intensidad_minima,tiempo_valle,intensidad_valle,sparks_amplitud,TTP,sparks_tiempo_pico50,sparks_tiempo_pico50_2,sp_tau,full_width,TTP50,FDHM,fullWidth,(ΔF/F0)/ΔTmax,fullDuration,width,high,flag
2,6.0,25.75,1.0,23.25,7.0,24.33333333333333,0.10752688172043012,5.0,3.4677725932934043,,17.67175521699855,8.0,2.4677725932934043,,8.0,0.021505376344086027,6.0,11.0,12.0,1.0
3,11.0,20.235294117647054,1.0,6.588235294117648,13.0,15.941176470588234,2.0714285714285707,10.0,7.817435373232152,,8.384941372491358,4.0,6.817435373232152,,4.0,0.20714285714285707,12.0,17.0,17.0,1.0
4,6.0,24.142857142857146,4.0,18.857142857142858,7.0,22.71428571428571,0.2803030303030302,2.0,4.909869549084508,,16.394917439079922,4.0,0.909869549084508,,4.0,0.1401515151515151,3.0,8.0,7.0,1.0
5,13.0,23.421052631578952,11.0,17.894736842105264,16.0,19.684210526315788,0.3088235294117647,2.0,12.01648141348979,,18.069405247406632,9.0,1.0164814134897906,,9.0,0.15441176470588236,5.0,18.0,19.0,1.0
6,11.0,20.777777777777782,7.0,16.833333333333332,12.0,17.944444444444443,0.2343234323432345,4.0,9.402749106122734,,6.821120751144007,8.0,2.4027491061227337,,8.0,0.058580858085808624,5.0,15.0,18.0,1.0
7,5.0,25.857142857142854,3.0,23.142857142857146,9.0,21.571428571428577,0.11728395061728399,2.0,3.93147704025642,,28.33217188379118,4.0,0.9314770402564196,,4.0,0.05864197530864199,6.0,12.0,14.0,1.0
8,5.0,21.73333333333333,1.0,18.8,6.0,19.6,0.15602836879432624,4.0,3.19716622606283,,9.678891730201434,8.0,2.19716622606283,,8.0,0.03900709219858156,5.0,9.0,15.0,1.0
9,15.0,21.2,14.0,16.866666666666667,14.0,16.866666666666667,0.25691699604743073,1.0,14.528520682771545,14.528520682771545,,9.0,0.5285206827715463,,9.0,0.25691699604743073,0.0,18.0,15.0,1.0
0,,,,,,,,,,,,,,,,,,15.0,12.0,1.0
1,12.0,5.2105263157894735,5.0,4.842105263157895,13.0,5.157894736842105,0.0760869565217391,7.0,8.044139673946272,,98.49915397049645,8.0,3.0441396739462725,,8.0,0.0108695652173913,8.0,14.0,19.0,2.0
2,1.0,16.11111111111111,0.0,14.777777777777779,3.0,13.222222222222221,0.09022556390977436,1.0,0.5107947210064802,,10.120932527503573,2.0,0.5107947210064802,,2.0,0.09022556390977436,3.0,7.0,9.0,2.0
3,6.0,5.111111111111111,5.0,4.666666666666667,7.0,4.777777777777779,0.09523809523809508,1.0,5.51136755323933,,14.827713652588928,-1.0,0.5113675532393298,,-1.0,0.09523809523809508,2.0,9.0,9.0,2.0
4,18.0,15.699999999999998,3.0,4.8,22.0,13.199999999999998,2.270833333333333,15.0,11.848121660243864,,22.6962317206915,15.0,8.848121660243862,,15.0,0.15138888888888888,19.0,26.0,20.0,1.0
0,8.0,37.07692307692308,4.0,31.0,10.0,33.384615384615394,0.19602977667493807,4.0,5.6009039529028986,,19.065853275576337,2.0,1.6009039529028986,,2.0,0.04900744416873452,6.0,11.0,13.0,1.0
1,4.0,5.44,0.0,4.92,9.0,4.88,0.1056910569105692,4.0,2.063721755994946,,97.19838230464678,8.0,2.063721755994946,,8.0,0.0264227642276423,9.0,23.0,25.0,1.0
2,3.0,52.07692307692307,0.0,44.6923076923077,15.0,32.07692307692308,0.16523235800344205,3.0,1.296620987052485,,28.830764514383283,8.0,1.296620987052485,,8.0,0.05507745266781402,15.0,17.0,13.0,1.0
3,22.0,5.333333333333333,2.0,4.8809523809523805,12.0,5.1190476190476195,0.09268292682926814,20.0,16.324973182808947,118.18000976032906,,17.0,14.324973182808948,,17.0,0.004634146341463407,10.0,25.0,42.0,1.0
4,12.0,45.33333333333334,5.0,36.53333333333333,13.0,42.4,0.24087591240875925,7.0,8.71200451024662,,14.948971350683294,7.0,3.712004510246621,,7.0,0.03441084462982275,8.0,16.0,15.0,1.0
5,12.0,6.066666666666666,7.0,4.866666666666666,9.0,5.0,0.2465753424657535,5.0,10.460056741601127,10.91747526762283,,13.0,3.4600567416011287,,13.0,0.0493150684931507,2.0,14.0,15.0,1.0
6,,,,,,,,,,,,,,,,,,19.0,26.0,1.0
7,6.0,5.5,2.0,4.928571428571429,8.0,5.071428571428571,0.1159420289855072,4.0,4.344129209000986,,24.65314722539858,4.0,2.344129209000986,,4.0,0.0289855072463768,6.0,9.0,14.0,1.0
8,15.0,5.894736842105262,10.0,4.842105263157895,7.0,5.0,0.21739130434782605,5.0,13.502088789694033,15.37542340907658,,8.0,3.5020887896940334,,8.0,0.0434782608695652,-3.0,18.0,19.0,1.0
9,14.0,5.703703703703702,9.0,4.814814814814816,16.0,5.888888888888888,0.1846153846153845,5.0,11.866444407036646,,-62.594674823971566,12.0,2.8664444070366435,,12.0,0.036923076923076906,7.0,19.0,27.0,1.0
10,3.0,36.07692307692308,2.0,33.153846153846146,9.0,29.461538461538463,0.08816705336426926,1.0,2.5105586944273024,,37.150657056007404,9.0,0.5105586944273024,,9.0,0.08816705336426926,7.0,12.0,13.0,1.0
0,7.0,7.099999999999999,6.0,6.7,8.0,6.55,0.059701492537313224,1.0,6.507247391895183,,12.402372492481511,16.0,0.5072473918951825,,16.0,0.059701492537313224,2.0,17.0,20.0,1.0
1,4.0,6.75,1.0,6.833333333333332,5.0,6.25,-0.012195121951219471,3.0,0.6993649548922577,,12.99358721292775,2.0,-0.3006350451077423,,2.0,-0.00406504065040649,4.0,9.0,12.0,1.0
0,7.0,6.3125,3.0,5.75,2.0,6.0,0.09782608695652174,4.0,5.302497444722985,6.960370356872843,,1.0,2.3024974447229853,,1.0,0.02445652173913044,-1.0,9.0,16.0,1.0
1,31.0,6.243243243243242,12.0,5.8108108108108105,12.0,5.8108108108108105,0.0744186046511628,19.0,24.684530306570093,24.684530306570093,,17.0,12.684530306570089,,17.0,0.003916768665850674,0.0,33.0,37.0,2.0
2,6.0,6.2,2.0,5.8,3.0,6.0,0.06896551724137938,4.0,3.768822082099637,5.013136878423636,,3.0,1.7688220820996363,,3.0,0.017241379310344845,1.0,8.0,10.0,2.0
3,17.0,6.142857142857142,3.0,5.7857142857142865,8.0,5.857142857142858,0.061728395061728475,14.0,31.67994857680539,16.486774897695142,,22.0,28.67994857680539,,22.0,0.0044091710758377475,5.0,19.0,28.0,1.0
4,15.0,6.2857142857142865,8.0,5.7857142857142865,16.0,5.75,0.08641975308641975,7.0,10.83028767295613,,11.225911012397553,21.0,2.8302876729561297,,21.0,0.012345679012345678,8.0,18.0,28.0,2.0
5,12.0,6.28,9.0,5.760000000000002,15.0,5.760000000000002,0.09027777777777768,3.0,11.073514077695307,,32.05731840299756,4.0,2.0735140776953056,,4.0,0.030092592592592563,6.0,17.0,25.0,1.0
6,10.0,6.099999999999999,8.0,5.8,12.0,5.95,0.0517241379310343,2.0,8.897780839427016,,80.32918378426764,12.0,0.8977808394270159,,12.0,0.02586206896551715,4.0,14.0,20.0,1.0
7,9.0,6.090909090909091,8.0,5.8181818181818175,12.0,5.696969696969697,0.04687500000000012,1.0,8.505725691386813,,60.68720381460818,24.0,0.5057256913868144,,24.0,0.04687500000000012,4.0,16.0,33.0,2.0
8,3.0,6.125,0.0,5.9375,4.0,5.9375,0.03157894736842105,3.0,0.8871369610344554,,32.164075826150274,9.0,0.8871369610344554,,9.0,0.010526315789473684,4.0,10.0,16.0,2.0
9,7.0,6.2105263157894735,4.0,5.7368421052631575,10.0,5.789473684210527,0.08256880733944957,3.0,5.549572464905841,,49.534598656387,14.0,1.5495724649058422,,14.0,0.02752293577981653,6.0,11.0,19.0,1.0
10,20.0,6.113636363636362,10.0,5.909090909090909,21.0,5.977272727272728,0.03461538461538455,10.0,36.01343621054611,,44.33145357032402,-8.0,26.013436210546107,,-8.0,0.003461538461538455,11.0,23.0,44.0,1.0
11,3.0,6.333333333333332,2.0,5.857142857142858,7.0,5.761904761904763,0.08130081300813011,1.0,2.509768110296994,,40.60491924108624,3.0,0.509768110296994,,3.0,0.08130081300813011,5.0,16.0,21.0,1.0
12,3.0,6.166666666666668,1.0,5.583333333333332,9.0,5.75,0.1044776119402986,2.0,1.8753128745930143,,182.37001466845075,9.0,0.8753128745930143,,9.0,0.052238805970149314,8.0,12.0,12.0,1.0
13,10.0,6.352941176470589,2.0,5.764705882352941,12.0,5.705882352941178,0.10204081632653056,8.0,10.434441092956384,,18.61846370379803,-5.0,8.434441092956384,,-5.0,0.01275510204081632,10.0,16.0,17.0,1.0
14,6.0,6.173913043478262,3.0,5.869565217391305,9.0,5.956521739130435,0.051851851851851774,3.0,4.514541252562177,,92.99004295441169,20.0,1.5145412525621769,,20.0,0.017283950617283925,6.0,14.0,23.0,1.0
15,13.0,6.357142857142858,5.0,5.7142857142857135,14.0,5.7857142857142865,0.1124999999999999,8.0,9.543348225663054,,10.61715222566189,5.0,4.543348225663054,,5.0,0.014062499999999988,9.0,16.0,14.0,1.0
16,16.0,6.2666666666666675,10.0,5.7666666666666675,17.0,5.900000000000001,0.08670520231213873,6.0,15.278408454066591,,16.585885042766222,12.0,5.278408454066593,,12.0,0.01445086705202312,7.0,18.0,30.0,1.0
17,3.0,6.090909090909091,2.0,5.636363636363638,5.0,5.8181818181818175,0.08064516129032251,1.0,2.5096923504001767,,43.659032011014595,7.0,0.5096923504001771,,7.0,0.08064516129032251,3.0,11.0,11.0,1.0
18,15.0,6.178571428571428,13.0,5.75,16.0,5.857142857142858,0.07453416149068312,2.0,13.846862376029453,,18.717770336774873,18.0,0.8468623760294527,,18.0,0.03726708074534156,3.0,19.0,28.0,1.0
19,15.0,6.225806451612903,4.0,5.806451612903228,3.0,6.0,0.072222222222222,11.0,10.793639918345521,19.8618150950015,,14.0,6.793639918345522,,14.0,0.0065656565656565455,-1.0,21.0,31.0,1.0
20,3.0,6.5555555555555545,1.0,5.666666666666668,8.0,5.4444444444444455,0.15686274509803896,2.0,2.369729105178437,,48.23155094854951,6.0,1.369729105178437,,6.0,0.07843137254901948,7.0,11.0,9.0,1.0
0,6.0,48.9375,1.0,31.0,14.0,32.625,0.5786290322580645,5.0,4.297360147824119,,45.56531450368789,10.0,3.2973601478241186,,10.0,0.1157258064516129,13.0,20.0,16.0,1.0
1,2.0,37.785714285714285,1.0,35.642857142857146,7.0,32.5,0.06012024048096181,1.0,1.5072967558111698,,38.216774036908994,4.0,0.5072967558111698,,4.0,0.06012024048096181,6.0,11.0,14.0,1.0
2,6.0,44.904761904761905,1.0,32.95238095238095,10.0,30.095238095238088,0.3627167630057805,5.0,4.386668293763188,,10.716272787896145,13.0,3.386668293763188,,13.0,0.0725433526011561,9.0,21.0,21.0,1.0
3,2.0,36.8,0.0,31.866666666666664,6.0,29.73333333333333,0.15481171548117156,2.0,1.1794385124054751,,21.516447230445515,8.0,1.1794385124054751,,8.0,0.07740585774058578,6.0,9.0,15.0,1.0
4,7.0,54.45454545454546,2.0,44.63636363636363,9.0,43.36363636363637,0.2199592668024442,5.0,5.609624670923577,,8.78174738571038,2.0,3.609624670923578,,2.0,0.04399185336048885,7.0,12.0,11.0,1.0
5,13.0,47.39285714285714,4.0,30.03571428571429,15.0,35.0,0.5778834720570749,9.0,10.579459375972206,,6.597971606682355,19.0,6.579459375972206,,19.0,0.06420927467300833,11.0,16.0,28.0,1.0
6,9.0,43.33333333333334,4.0,29.777777777777786,11.0,34.888888888888886,0.4552238805970148,5.0,7.262926069459443,,9.22706052527788,5.0,3.262926069459444,,5.0,0.09104477611940297,7.0,12.0,9.0,1.0
7,6.0,37.66666666666666,3.0,32.333333333333336,9.0,28.133333333333336,0.16494845360824725,3.0,4.907990331196084,,11.227181507031634,8.0,1.907990331196084,,8.0,0.05498281786941575,6.0,15.0,15.0,1.0
8,13.0,56.35714285714285,3.0,39.92857142857143,14.0,50.78571428571429,0.4114490161001788,10.0,8.63257868547647,,9.606711690606582,10.0,5.632578685476471,,10.0,0.041144901610017874,11.0,15.0,14.0,1.0
9,9.0,46.6,2.0,34.3,11.0,33.3,0.3586005830903792,7.0,8.716478158357388,,5.951616733879307,3.0,6.716478158357388,,3.0,0.051228654727197016,9.0,12.0,10.0,1.0
10,10.0,47.66666666666666,8.0,38.66666666666666,17.0,40.0,0.2327586206896552,2.0,9.001598075006086,,50.257718254250285,11.0,1.0015980750060862,,11.0,0.1163793103448276,9.0,21.0,21.0,1.0
11,6.0,40.375,4.0,28.625,7.0,35.125,0.4104803493449782,2.0,4.770316410732159,,7.1788718049587175,3.0,0.7703164107321578,,3.0,0.2052401746724891,3.0,10.0,8.0,1.0
12,2.0,46.5,0.0,34.3,4.0,33.7,0.3556851311953354,2.0,1.2431180587469013,,6.212058392852577,5.0,1.2431180587469013,,5.0,0.1778425655976677,4.0,11.0,10.0,1.0
13,8.0,41.25,3.0,32.166666666666664,9.0,33.333333333333336,0.2823834196891193,5.0,6.07610995774041,,4.692781972612296,9.0,3.076109957740411,,9.0,0.05647668393782386,6.0,13.0,12.0,1.0
14,17.0,6.636363636363638,9.0,6.03030303030303,19.0,6.0,0.10050251256281413,8.0,16.130326437194686,,19.840344918644732,6.0,7.130326437194686,,6.0,0.012562814070351766,10.0,22.0,33.0,2.0
15,4.0,35.07142857142857,1.0,28.857142857142854,7.0,31.57142857142857,0.2153465346534653,3.0,2.8929795388011805,,36.52625154920919,8.0,1.8929795388011803,,8.0,0.07178217821782175,6.0,9.0,14.0,1.0
16,3.0,37.41666666666666,1.0,35.666666666666664,7.0,31.08333333333333,0.04906542056074767,2.0,1.9288579515004665,,31.713906561241078,3.0,0.9288579515004662,,3.0,0.024532710280373838,6.0,11.0,12.0,1.0
17,4.0,42.4,3.0,36.46666666666667,5.0,36.53333333333333,0.1627056672760511,1.0,3.5188259040684833,,6.71486703909907,9.0,0.5188259040684828,,9.0,0.1627056672760511,2.0,10.0,15.0,1.0
18,18.0,37.46666666666667,10.0,30.266666666666666,19.0,33.73333333333333,0.23788546255506615,8.0,16.151129954019638,,9.526968793122721,9.0,6.151129954019637,,9.0,0.029735682819383276,9.0,20.0,15.0,1.0
19,10.0,45.3076923076923,4.0,32.53846153846154,12.0,35.692307692307686,0.3924349881796687,6.0,8.256201505786429,,8.384280714647668,5.0,4.256201505786429,,5.0,0.06540583136327811,8.0,14.0,13.0,1.0
0,10.0,22.75,4.0,16.166666666666668,11.0,20.08333333333333,0.4072164948453607,6.0,6.968299530981041,,8.02086311875718,6.0,2.9682995309810414,,6.0,0.06786941580756012,7.0,12.0,12.0,1.0
1,5.0,22.0,4.0,21.875,7.0,16.375,0.005714285714285714,1.0,4.500712251675892,,6.773079149010849,5.0,0.5007122516758917,,5.0,0.005714285714285714,3.0,9.0,8.0,1.0
2,12.0,7.777777777777778,11.0,6.388888888888888,13.0,7.388888888888888,0.21739130434782603,1.0,11.524549244515702,,19.49572574622384,-4.0,0.5245492445157023,,-4.0,0.21739130434782603,2.0,16.0,18.0,1.0
3,14.0,19.928571428571427,6.0,17.821428571428573,16.0,16.642857142857142,0.1182364729458916,8.0,12.061258975344328,,11.100422128862533,17.0,6.061258975344328,,17.0,0.01477955911823645,10.0,17.0,28.0,1.0
4,11.0,24.78571428571429,5.0,18.571428571428573,15.0,21.642857142857146,0.33461538461538465,6.0,7.881597603114482,,37.291415878351735,9.0,2.881597603114482,,9.0,0.055769230769230765,10.0,17.0,14.0,1.0
5,2.0,21.75,1.0,21.625,6.0,17.75,0.005780346820809247,1.0,1.5007204620924248,,29.710018048734003,2.0,0.500720462092425,,2.0,0.005780346820809247,5.0,10.0,8.0,1.0
6,2.0,22.27272727272727,1.0,20.727272727272727,7.0,15.181818181818182,0.07456140350877183,1.0,1.5089871364386154,,19.193915378558604,6.0,0.5089871364386154,,6.0,0.07456140350877183,6.0,11.0,11.0,1.0
